Description,Company ID,Location,Account,Department,Project,Project Name
Ops Support: Site Specific,75563,WDW2,,,WDW225G007,Ops Support: Site Specific
Issuance Fee,75563,WDW2,,,WDW225G008,Issuance Fee
Community Benefit,75563,WDW2,,,WDW225G009,Community Benefit
NERC Compliance,75563,WDW2,,,WDW225G010,NERC Compliance
Environmental Compliance,75563,WDW2,,,WDW225G011,Environmental Compliance
Facilities,75563,WDW2,,,WDW225G012,Facilities
Information Technology,75563,WDW2,,,WDW225G013,IT
Light & Heat,75563,WDW2,,,WDW225G014,Light & Heat
Interconnection Fees,75563,WDW2,,,WDW225G015,Interconnection Fees
Waste Management,75563,WDW2,,,WDW225G016,Waste Management
Site Security,75563,WDW2,,,WDW225G017,Site Security
IT: Telecoms,75563,WDW2,,,WDW225G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75563,WDW2,,,WDW225I001,Inverter O&M: Preventative Mntce
Inverter O&M: Minor Corrective,75563,WDW2,,,WDW225I002,Inverter O&M: Minor Corrective
Inverter O&M: Major Corrective,75563,WDW2,,,WDW225I003,Inverter O&M: Major Corrective
Solar O&M: Major Corrective,75563,WDW2,,,WDW225M007,Solar O&M: Major Corrective
Modules O&M: Preventative Mntce,75563,WDW2,,,WDW225P001,Modules O&M: Preventative Mntce
Modules O&M: Minor Corrective,75563,WDW2,,,WDW225P002,Modules O&M: Minor Corrective
Modules O&M: Major Corrective,75563,WDW2,,,WDW225P003,Modules O&M: Major Corrective
Modules O&M: Panel Cleaning,75563,WDW2,,,WDW225P004,Modules O&M: Panel Cleaning
BoP: Elec BoP: Corrective,75639,DWMS,,,DWMS25B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75639,DWMS,,,DWMS25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75639,DWMS,,,DWMS25B003,BoP: Met Mast/Met Station BoP
BoP: Vegetation Management ,75639,DWMS,,,DWMS25B004,BoP: Vegetation Management 
BoP: Civil BoP,75639,DWMS,,,DWMS25B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75639,DWMS,,,DWMS25G002,Preventative Mntce: Site Non-Tech
Solar O&M: Minor Corrective,75639,DWMS,,,DWMS25G005,Solar O&M: Minor Corrective
Preventative Mntce: Site ,75639,DWMS,,,DWMS25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75639,DWMS,,,DWMS25G007,Ops Support: Site Specific
Issuance Fee,75639,DWMS,,,DWMS25G008,Issuance Fee
Community Benefit,75639,DWMS,,,DWMS25G009,Community Benefit
Environmental Compliance,75639,DWMS,,,DWMS25G011,Environmental Compliance
Facilities,75639,DWMS,,,DWMS25G012,Facilities
Information Technology,75639,DWMS,,,DWMS25G013,IT
Light & Heat,75639,DWMS,,,DWMS25G014,Light & Heat
Interconnection Fees,75639,DWMS,,,DWMS25G015,Interconnection Fees
Waste Management,75639,DWMS,,,DWMS25G016,Waste Management
Site Security,75639,DWMS,,,DWMS25G017,Site Security
IT: Telecoms,75639,DWMS,,,DWMS25G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75639,DWMS,,,DWMS25I001,Inverter O&M: Preventative Mntce
Inverter O&M: Minor Corrective,75639,DWMS,,,DWMS25I002,Inverter O&M: Minor Corrective
Inverter O&M: Major Corrective,75639,DWMS,,,DWMS25I003,Inverter O&M: Major Corrective
Solar O&M: Major Corrective,75639,DWMS,,,DWMS25M007,Solar O&M: Major Corrective
Modules O&M: Preventative Mntce,75639,DWMS,,,DWMS25P001,Modules O&M: Preventative Mntce
Modules O&M: Minor Corrective,75639,DWMS,,,DWMS25P002,Modules O&M: Minor Corrective
Modules O&M: Major Corrective,75639,DWMS,,,DWMS25P003,Modules O&M: Major Corrective
Modules O&M: Panel Cleaning,75639,DWMS,,,DWMS25P004,Modules O&M: Panel Cleaning
BoP: Elec BoP: Corrective,75640,DWWA,,,DWWA25B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75640,DWWA,,,DWWA25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75640,DWWA,,,DWWA25B003,BoP: Met Mast/Met Station BoP
BoP: Vegetation Management ,75640,DWWA,,,DWWA25B004,BoP: Vegetation Management 
BoP: Civil BoP,75640,DWWA,,,DWWA25B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75640,DWWA,,,DWWA25G002,Preventative Mntce: Site Non-Tech
Solar O&M: Minor Corrective,75640,DWWA,,,DWWA25G005,Solar O&M: Minor Corrective
Preventative Mntce: Site ,75640,DWWA,,,DWWA25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75640,DWWA,,,DWWA25G007,Ops Support: Site Specific
Issuance Fee,75640,DWWA,,,DWWA25G008,Issuance Fee
Community Benefit,75640,DWWA,,,DWWA25G009,Community Benefit
Environmental Compliance,75640,DWWA,,,DWWA25G011,Environmental Compliance
Facilities,75640,DWWA,,,DWWA25G012,Facilities
Information Technology,75640,DWWA,,,DWWA25G013,IT
Light & Heat,75640,DWWA,,,DWWA25G014,Light & Heat
Interconnection Fees,75640,DWWA,,,DWWA25G015,Interconnection Fees
Waste Management,75640,DWWA,,,DWWA25G016,Waste Management
Site Security,75640,DWWA,,,DWWA25G017,Site Security
IT: Telecoms,75640,DWWA,,,DWWA25G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75640,DWWA,,,DWWA25I001,Inverter O&M: Preventative Mntce
Inverter O&M: Minor Corrective,75640,DWWA,,,DWWA25I002,Inverter O&M: Minor Corrective
Inverter O&M: Major Corrective,75640,DWWA,,,DWWA25I003,Inverter O&M: Major Corrective
Solar O&M: Major Corrective,75640,DWWA,,,DWWA25M007,Solar O&M: Major Corrective
Modules O&M: Preventative Mntce,75640,DWWA,,,DWWA25P001,Modules O&M: Preventative Mntce
Modules O&M: Minor Corrective,75640,DWWA,,,DWWA25P002,Modules O&M: Minor Corrective
Modules O&M: Major Corrective,75640,DWWA,,,DWWA25P003,Modules O&M: Major Corrective
Modules O&M: Panel Cleaning,75640,DWWA,,,DWWA25P004,Modules O&M: Panel Cleaning
BoP: Elec BoP: Corrective,75649,HIS1,,,HIS125B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75649,HIS1,,,HIS125B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75649,HIS1,,,HIS125B003,BoP: Met Mast/Met Station BoP
BoP: Vegetation Management ,75649,HIS1,,,HIS125B004,BoP: Vegetation Management 
BoP: Civil BoP,75649,HIS1,,,HIS125B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75649,HIS1,,,HIS125G002,Preventative Mntce: Site Non-Tech
Solar O&M: Minor Corrective,75649,HIS1,,,HIS125G005,Solar O&M: Minor Corrective
Preventative Mntce: Site ,75649,HIS1,,,HIS125G006,Preventative Mntce: Site 
Ops Support: Site Specific,75649,HIS1,,,HIS125G007,Ops Support: Site Specific
Issuance Fee,75649,HIS1,,,HIS125G008,Issuance Fee
Community Benefit,75649,HIS1,,,HIS125G009,Community Benefit
Environmental Compliance,75649,HIS1,,,HIS125G011,Environmental Compliance
Facilities,75649,HIS1,,,HIS125G012,Facilities
Information Technology,75649,HIS1,,,HIS125G013,IT
Light & Heat,75649,HIS1,,,HIS125G014,Light & Heat
Interconnection Fees,75649,HIS1,,,HIS125G015,Interconnection Fees
Waste Management,75649,HIS1,,,HIS125G016,Waste Management
Site Security,75649,HIS1,,,HIS125G017,Site Security
IT: Telecoms,75649,HIS1,,,HIS125G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75649,HIS1,,,HIS125I001,Inverter O&M: Preventative Mntce
Inverter O&M: Minor Corrective,75649,HIS1,,,HIS125I002,Inverter O&M: Minor Corrective
Inverter O&M: Major Corrective,75649,HIS1,,,HIS125I003,Inverter O&M: Major Corrective
Solar O&M: Major Corrective,75649,HIS1,,,HIS125M007,Solar O&M: Major Corrective
Modules O&M: Preventative Mntce,75649,HIS1,,,HIS125P001,Modules O&M: Preventative Mntce
Modules O&M: Minor Corrective,75649,HIS1,,,HIS125P002,Modules O&M: Minor Corrective
Modules O&M: Major Corrective,75649,HIS1,,,HIS125P003,Modules O&M: Major Corrective
Modules O&M: Panel Cleaning,75649,HIS1,,,HIS125P004,Modules O&M: Panel Cleaning
BoP: Elec BoP: Corrective,75659,HIS2,,,HIS225B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75659,HIS2,,,HIS225B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75659,HIS2,,,HIS225B003,BoP: Met Mast/Met Station BoP
BoP: Vegetation Management ,75659,HIS2,,,HIS225B004,BoP: Vegetation Management 
BoP: Civil BoP,75659,HIS2,,,HIS225B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75659,HIS2,,,HIS225G002,Preventative Mntce: Site Non-Tech
Solar O&M: Minor Corrective,75659,HIS2,,,HIS225G005,Solar O&M: Minor Corrective
Preventative Mntce: Site ,75659,HIS2,,,HIS225G006,Preventative Mntce: Site 
Ops Support: Site Specific,75659,HIS2,,,HIS225G007,Ops Support: Site Specific
Issuance Fee,75659,HIS2,,,HIS225G008,Issuance Fee
Community Benefit,75659,HIS2,,,HIS225G009,Community Benefit
Environmental Compliance,75659,HIS2,,,HIS225G011,Environmental Compliance
Facilities,75659,HIS2,,,HIS225G012,Facilities
Information Technology,75659,HIS2,,,HIS225G013,IT
Light & Heat,75659,HIS2,,,HIS225G014,Light & Heat
Interconnection Fees,75659,HIS2,,,HIS225G015,Interconnection Fees
Waste Management,75659,HIS2,,,HIS225G016,Waste Management
Site Security,75659,HIS2,,,HIS225G017,Site Security
IT: Telecoms,75659,HIS2,,,HIS225G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75659,HIS2,,,HIS225I001,Inverter O&M: Preventative Mntce
Inverter O&M: Minor Corrective,75659,HIS2,,,HIS225I002,Inverter O&M: Minor Corrective
Inverter O&M: Major Corrective,75659,HIS2,,,HIS225I003,Inverter O&M: Major Corrective
Solar O&M: Major Corrective,75659,HIS2,,,HIS225M007,Solar O&M: Major Corrective
Modules O&M: Preventative Mntce,75659,HIS2,,,HIS225P001,Modules O&M: Preventative Mntce
Modules O&M: Minor Corrective,75659,HIS2,,,HIS225P002,Modules O&M: Minor Corrective
Modules O&M: Major Corrective,75659,HIS2,,,HIS225P003,Modules O&M: Major Corrective
Modules O&M: Panel Cleaning,75659,HIS2,,,HIS225P004,Modules O&M: Panel Cleaning
BoP: Elec BoP: Corrective,75668,LV03,,,LV0325B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75668,LV03,,,LV0325B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75668,LV03,,,LV0325B003,BoP: Met Mast/Met Station BoP
BoP: Civil BoP,75668,LV03,,,LV0325B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75668,LV03,,,LV0325G002,Preventative Mntce: Site Non-Tech
Blade Preventative,75668,LV03,,,LV0325G003,Blade Preventative
Turbine O&M: Minor Corrective,75668,LV03,,,LV0325G005,Turbine O&M: Minor Corrective
Preventative Mntce: Site ,75668,LV03,,,LV0325G006,Preventative Mntce: Site 
Ops Support: Site Specific,75668,LV03,,,LV0325G007,Ops Support: Site Specific
Issuance Fee,75668,LV03,,,LV0325G008,Issuance Fee
Community Benefit,75668,LV03,,,LV0325G009,Community Benefit
NERC Compliance,75668,LV03,,,LV0325G010,NERC Compliance
Environmental Compliance,75668,LV03,,,LV0325G011,Environmental Compliance
Facilities,75668,LV03,,,LV0325G012,Facilities
Information Technology,75668,LV03,,,LV0325G013,IT
Light & Heat,75668,LV03,,,LV0325G014,Light & Heat
Interconnection Fees,75668,LV03,,,LV0325G015,Interconnection Fees
Waste Management,75668,LV03,,,LV0325G016,Waste Management
Site Security,75668,LV03,,,LV0325G017,Site Security
IT: Telecoms,75668,LV03,,,LV0325G018,IT: Telecoms
LV03 Self Op Impact,75668,LV03,,,LV0325G019,LV03 Self Op Impact
Major Corrective: Gearbox,75668,LV03,,,LV0325M001,Major Corrective: Gearbox
Major Corrective: Generator,75668,LV03,,,LV0325M002,Major Corrective: Generator
Major Corrective:Main bearing,75668,LV03,,,LV0325M003,Major Corrective:Main bearing
Blade Corrective,75668,LV03,,,LV0325M004,Blade Corrective
Major Corrective: Transformer,75668,LV03,,,LV0325M005,Major Corrective: Transformer
Major Corrective: Blade Bearing,75668,LV03,,,LV0325M006,Major Corrective: Blade Bearing
BoP: Elec BoP: Corrective,75671,DTAY,,,DTAY25B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75671,DTAY,,,DTAY25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75671,DTAY,,,DTAY25B003,BoP: Met Mast/Met Station BoP
BoP: Vegetation Management ,75671,DTAY,,,DTAY25B004,BoP: Vegetation Management 
BoP: Civil BoP,75671,DTAY,,,DTAY25B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75671,DTAY,,,DTAY25G002,Preventative Mntce: Site Non-Tech
Solar O&M: Minor Corrective,75671,DTAY,,,DTAY25G005,Solar O&M: Minor Corrective
Preventative Mntce: Site ,75671,DTAY,,,DTAY25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75671,DTAY,,,DTAY25G007,Ops Support: Site Specific
Issuance Fee,75671,DTAY,,,DTAY25G008,Issuance Fee
Community Benefit,75671,DTAY,,,DTAY25G009,Community Benefit
Environmental Compliance,75671,DTAY,,,DTAY25G011,Environmental Compliance
Facilities,75671,DTAY,,,DTAY25G012,Facilities
Information Technology,75671,DTAY,,,DTAY25G013,IT
Light & Heat,75671,DTAY,,,DTAY25G014,Light & Heat
Interconnection Fees,75671,DTAY,,,DTAY25G015,Interconnection Fees
Waste Management,75671,DTAY,,,DTAY25G016,Waste Management
Site Security,75671,DTAY,,,DTAY25G017,Site Security
IT: Telecoms,75671,DTAY,,,DTAY25G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75671,DTAY,,,DTAY25I001,Inverter O&M: Preventative Mntce
Inverter O&M: Minor Corrective,75671,DTAY,,,DTAY25I002,Inverter O&M: Minor Corrective
Inverter O&M: Major Corrective,75671,DTAY,,,DTAY25I003,Inverter O&M: Major Corrective
Solar O&M: Major Corrective,75671,DTAY,,,DTAY25M007,Solar O&M: Major Corrective
Modules O&M: Preventative Mntce,75671,DTAY,,,DTAY25P001,Modules O&M: Preventative Mntce
Modules O&M: Minor Corrective,75671,DTAY,,,DTAY25P002,Modules O&M: Minor Corrective
Modules O&M: Major Corrective,75671,DTAY,,,DTAY25P003,Modules O&M: Major Corrective
Modules O&M: Panel Cleaning,75671,DTAY,,,DTAY25P004,Modules O&M: Panel Cleaning
BoP: Elec BoP: Corrective,75673,DSS2,,,DSS225B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75673,DSS2,,,DSS225B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75673,DSS2,,,DSS225B003,BoP: Met Mast/Met Station BoP
BoP: Vegetation Management ,75673,DSS2,,,DSS225B004,BoP: Vegetation Management 
BoP: Civil BoP,75673,DSS2,,,DSS225B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75673,DSS2,,,DSS225G002,Preventative Mntce: Site Non-Tech
Solar O&M: Minor Corrective,75673,DSS2,,,DSS225G005,Solar O&M: Minor Corrective
Preventative Mntce: Site ,75673,DSS2,,,DSS225G006,Preventative Mntce: Site 
Ops Support: Site Specific,75673,DSS2,,,DSS225G007,Ops Support: Site Specific
Issuance Fee,75673,DSS2,,,DSS225G008,Issuance Fee
Community Benefit,75673,DSS2,,,DSS225G009,Community Benefit
Environmental Compliance,75673,DSS2,,,DSS225G011,Environmental Compliance
Facilities,75673,DSS2,,,DSS225G012,Facilities
Information Technology,75673,DSS2,,,DSS225G013,IT
Light & Heat,75673,DSS2,,,DSS225G014,Light & Heat
Interconnection Fees,75673,DSS2,,,DSS225G015,Interconnection Fees
Waste Management,75673,DSS2,,,DSS225G016,Waste Management
Site Security,75673,DSS2,,,DSS225G017,Site Security
IT: Telecoms,75673,DSS2,,,DSS225G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75673,DSS2,,,DSS225I001,Inverter O&M: Preventative Mntce
Inverter O&M: Minor Corrective,75673,DSS2,,,DSS225I002,Inverter O&M: Minor Corrective
Inverter O&M: Major Corrective,75673,DSS2,,,DSS225I003,Inverter O&M: Major Corrective
Solar O&M: Major Corrective,75673,DSS2,,,DSS225M007,Solar O&M: Major Corrective
Modules O&M: Preventative Mntce,75673,DSS2,,,DSS225P001,Modules O&M: Preventative Mntce
Modules O&M: Minor Corrective,75673,DSS2,,,DSS225P002,Modules O&M: Minor Corrective
Modules O&M: Major Corrective,75673,DSS2,,,DSS225P003,Modules O&M: Major Corrective
Modules O&M: Panel Cleaning,75673,DSS2,,,DSS225P004,Modules O&M: Panel Cleaning
BoP: Elec BoP: Corrective,75674,DRPO,,,DRPO25B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75674,DRPO,,,DRPO25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75674,DRPO,,,DRPO25B003,BoP: Met Mast/Met Station BoP
BoP: Vegetation Management ,75674,DRPO,,,DRPO25B004,BoP: Vegetation Management 
BoP: Civil BoP,75674,DRPO,,,DRPO25B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75674,DRPO,,,DRPO25G002,Preventative Mntce: Site Non-Tech
Solar O&M: Minor Corrective,75674,DRPO,,,DRPO25G005,Solar O&M: Minor Corrective
Preventative Mntce: Site ,75674,DRPO,,,DRPO25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75674,DRPO,,,DRPO25G007,Ops Support: Site Specific
Issuance Fee,75674,DRPO,,,DRPO25G008,Issuance Fee
Community Benefit,75674,DRPO,,,DRPO25G009,Community Benefit
Environmental Compliance,75674,DRPO,,,DRPO25G011,Environmental Compliance
Facilities,75674,DRPO,,,DRPO25G012,Facilities
Information Technology,75674,DRPO,,,DRPO25G013,IT
Light & Heat,75674,DRPO,,,DRPO25G014,Light & Heat
Interconnection Fees,75674,DRPO,,,DRPO25G015,Interconnection Fees
Waste Management,75674,DRPO,,,DRPO25G016,Waste Management
Site Security,75674,DRPO,,,DRPO25G017,Site Security
IT: Telecoms,75674,DRPO,,,DRPO25G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75674,DRPO,,,DRPO25I001,Inverter O&M: Preventative Mntce
Inverter O&M: Minor Corrective,75674,DRPO,,,DRPO25I002,Inverter O&M: Minor Corrective
Inverter O&M: Major Corrective,75674,DRPO,,,DRPO25I003,Inverter O&M: Major Corrective
Solar O&M: Major Corrective,75674,DRPO,,,DRPO25M007,Solar O&M: Major Corrective
Modules O&M: Preventative Mntce,75674,DRPO,,,DRPO25P001,Modules O&M: Preventative Mntce
Modules O&M: Minor Corrective,75674,DRPO,,,DRPO25P002,Modules O&M: Minor Corrective
Modules O&M: Major Corrective,75674,DRPO,,,DRPO25P003,Modules O&M: Major Corrective
Modules O&M: Panel Cleaning,75674,DRPO,,,DRPO25P004,Modules O&M: Panel Cleaning
BoP: Elec BoP: Corrective,75676,IWWP,,,IWWP25B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75676,IWWP,,,IWWP25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75676,IWWP,,,IWWP25B003,BoP: Met Mast/Met Station BoP
BoP: Civil BoP,75676,IWWP,,,IWWP25B005,BoP: Civil BoP
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Ironwood Repower Greenfield DEV,75676,IWWP,,,IWWP25DREP,Ironwood Repower
Preventative Mntce: Site Non-Tech,75676,IWWP,,,IWWP25G002,Preventative Mntce: Site Non-Tech
Blade Preventative,75676,IWWP,,,IWWP25G003,Blade Preventative
Turbine O&M: Minor Corrective,75676,IWWP,,,IWWP25G005,Turbine O&M: Minor Corrective
Preventative Mntce: Site ,75676,IWWP,,,IWWP25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75676,IWWP,,,IWWP25G007,Ops Support: Site Specific
Issuance Fee,75676,IWWP,,,IWWP25G008,Issuance Fee
Community Benefit,75676,IWWP,,,IWWP25G009,Community Benefit
NERC Compliance,75676,IWWP,,,IWWP25G010,NERC Compliance
Environmental Compliance,75676,IWWP,,,IWWP25G011,Environmental Compliance
Facilities,75676,IWWP,,,IWWP25G012,Facilities
Information Technology,75676,IWWP,,,IWWP25G013,IT
Light & Heat,75676,IWWP,,,IWWP25G014,Light & Heat
Interconnection Fees,75676,IWWP,,,IWWP25G015,Interconnection Fees
Waste Management,75676,IWWP,,,IWWP25G016,Waste Management
Site Security,75676,IWWP,,,IWWP25G017,Site Security
IT: Telecoms,75676,IWWP,,,IWWP25G018,IT: Telecoms
Major Corrective: Gearbox,75676,IWWP,,,IWWP25M001,Major Corrective: Gearbox
Major Corrective: Generator,75676,IWWP,,,IWWP25M002,Major Corrective: Generator
Major Corrective:Main bearing,75676,IWWP,,,IWWP25M003,Major Corrective:Main bearing
Blade Corrective,75676,IWWP,,,IWWP25M004,Blade Corrective
BoP: Elec BoP: Corrective,75677,DMCS,,,DMCS25B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75677,DMCS,,,DMCS25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75677,DMCS,,,DMCS25B003,BoP: Met Mast/Met Station BoP
BoP: Vegetation Management ,75677,DMCS,,,DMCS25B004,BoP: Vegetation Management 
BoP: Civil BoP,75677,DMCS,,,DMCS25B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75677,DMCS,,,DMCS25G002,Preventative Mntce: Site Non-Tech
